Actual Traffic Volume,Predicted Traffic Volume,Actual Congestion Level,Predicted Congestion Level,Recommendation
356.0,423.74838,Low,Low,Traffic conditions are favorable.
504.0,644.282,Low,Low,Traffic conditions are favorable.
962.0,1040.3451,Low,Low,Traffic conditions are favorable.
1210.0,1505.049,Low,Low,Traffic conditions are favorable.
1903.0,2244.7275,Low,Low,Traffic conditions are favorable.
3030.0,3016.6438,Medium,Medium,Expect moderate delays and allow extra travel time.
3735.0,3691.2437,Medium,Medium,Expect moderate delays and allow extra travel time.
4072.0,4091.175,Medium,Medium,Expect moderate delays and allow extra travel time.
4454.0,4436.284,Medium,Medium,Expect moderate delays and allow extra travel time.
4507.0,4456.7803,Medium,Medium,Expect moderate delays and allow extra travel time.
4396.0,4457.575,Medium,Medium,Expect moderate delays and allow extra travel time.
4595.0,4460.7925,High,Medium,Expect moderate delays and allow extra travel time.
4875.0,4421.8745,High,Medium,Expect moderate delays and allow extra travel time.
4555.0,4309.1694,Medium,Medium,Expect moderate delays and allow extra travel time.
4229.0,4056.9966,Medium,Medium,Expect moderate delays and allow extra travel time.
3684.0,3522.0046,Medium,Medium,Expect moderate delays and allow extra travel time.
3316.0,3056.3567,Medium,Medium,Expect moderate delays and allow extra travel time.
2735.0,2740.0017,Medium,Medium,Expect moderate delays and allow extra travel time.
2109.0,2170.7605,Low,Low,Traffic conditions are favorable.
1560.0,1648.7439,Low,Low,Traffic conditions are favorable.
703.0,675.4443,Low,Low,Traffic conditions are favorable.
421.0,445.23474,Low,Low,Traffic conditions are favorable.
327.0,371.469,Low,Low,Traffic conditions are favorable.
375.0,373.9924,Low,Low,Traffic conditions are favorable.
375.0,375.54123,Low,Low,Traffic conditions are favorable.
890.0,838.7557,Low,Low,Traffic conditions are favorable.
890.0,838.7372,Low,Low,Traffic conditions are favorable.
3047.0,2755.3137,Medium,Medium,Expect moderate delays and allow extra travel time.
3047.0,2741.099,Medium,Medium,Expect moderate delays and allow extra travel time.
5580.0,5449.963,High,High,Avoid peak hours or consider an alternative route.
5580.0,5405.5825,High,High,Avoid peak hours or consider an alternative route.
6280.0,5919.0146,High,High,Avoid peak hours or consider an alternative route.
5582.0,5527.4087,High,High,Avoid peak hours or consider an alternative route.
5582.0,5489.8535,High,High,Avoid peak hours or consider an alternative route.
4694.0,4771.3765,High,High,Avoid peak hours or consider an alternative route.
4694.0,4827.2686,High,High,Avoid peak hours or consider an alternative route.
4357.0,4379.3184,Medium,Medium,Expect moderate delays and allow extra travel time.
4432.0,4342.6255,Medium,Medium,Expect moderate delays and allow extra travel time.
4606.0,4700.256,High,High,Avoid peak hours or consider an alternative route.
4669.0,4785.0312,High,High,Avoid peak hours or consider an alternative route.
4814.0,5093.185,High,High,Avoid peak hours or consider an alternative route.
5395.0,5571.3745,High,High,Avoid peak hours or consider an alternative route.
6651.0,6189.505,High,High,Avoid peak hours or consider an alternative route.
5590.0,5813.006,High,High,Avoid peak hours or consider an alternative route.
4308.0,4364.766,Medium,Medium,Expect moderate delays and allow extra travel time.
3314.0,3266.7441,Medium,Medium,Expect moderate delays and allow extra travel time.
2330.0,2414.1897,Medium,Medium,Expect moderate delays and allow extra travel time.
1148.0,1250.0497,Low,Low,Traffic conditions are favorable.
606.0,691.02576,Low,Low,Traffic conditions are favorable.
288.0,395.34906,Low,Low,Traffic conditions are favorable.
362.0,404.69382,Low,Low,Traffic conditions are favorable.
912.0,885.03467,Low,Low,Traffic conditions are favorable.
3153.0,3014.1733,Medium,Medium,Expect moderate delays and allow extra travel time.
5814.0,5662.426,High,High,Avoid peak hours or consider an alternative route.
5814.0,5662.4688,High,High,Avoid peak hours or consider an alternative route.
4416.0,4743.6025,Medium,Medium,Expect moderate delays and allow extra travel time.
4515.0,4793.1763,Medium,High,Avoid peak hours or consider an alternative route.
4515.0,4784.5874,Medium,High,Avoid peak hours or consider an alternative route.
4940.0,4963.787,High,High,Avoid peak hours or consider an alternative route.
4940.0,4974.3086,High,High,Avoid peak hours or consider an alternative route.
4726.0,4933.3926,High,High,Avoid peak hours or consider an alternative route.
4726.0,4930.1973,High,High,Avoid peak hours or consider an alternative route.
4726.0,4933.3926,High,High,Avoid peak hours or consider an alternative route.
5040.0,5271.475,High,High,Avoid peak hours or consider an alternative route.
5040.0,5239.7896,High,High,Avoid peak hours or consider an alternative route.
5555.0,5729.0195,High,High,Avoid peak hours or consider an alternative route.
6471.0,6482.1895,High,High,Avoid peak hours or consider an alternative route.
5656.0,6001.3643,High,High,Avoid peak hours or consider an alternative route.
4121.0,4710.129,Medium,High,Avoid peak hours or consider an alternative route.
3272.0,3519.8176,Medium,Medium,Expect moderate delays and allow extra travel time.
2888.0,3094.963,Medium,Medium,Expect moderate delays and allow extra travel time.
2532.0,2819.6445,Medium,Medium,Expect moderate delays and allow extra travel time.
1771.0,2121.0974,Low,Low,Traffic conditions are favorable.
1168.0,1423.9972,Low,Low,Traffic conditions are favorable.
643.0,708.579,Low,Low,Traffic conditions are favorable.
393.0,480.68768,Low,Low,Traffic conditions are favorable.
295.0,402.70828,Low,Low,Traffic conditions are favorable.
295.0,411.82727,Low,Low,Traffic conditions are favorable.
374.0,426.63092,Low,Low,Traffic conditions are favorable.
912.0,904.7864,Low,Low,Traffic conditions are favorable.
912.0,904.1943,Low,Low,Traffic conditions are favorable.
3119.0,3015.3533,Medium,Medium,Expect moderate delays and allow extra travel time.
5730.0,5691.1035,High,High,Avoid peak hours or consider an alternative route.
6430.0,6214.3745,High,High,Avoid peak hours or consider an alternative route.
5864.0,5791.811,High,High,Avoid peak hours or consider an alternative route.
4902.0,5154.2715,High,High,Avoid peak hours or consider an alternative route.
4610.0,4740.2095,High,High,Avoid peak hours or consider an alternative route.
4838.0,4863.132,High,High,Avoid peak hours or consider an alternative route.
5004.0,5000.969,High,High,Avoid peak hours or consider an alternative route.
4741.0,4992.472,High,High,Avoid peak hours or consider an alternative route.
5128.0,5282.3125,High,High,Avoid peak hours or consider an alternative route.
5798.0,5796.7876,High,High,Avoid peak hours or consider an alternative route.
6652.0,6498.3164,High,High,Avoid peak hours or consider an alternative route.
4806.0,4751.217,High,High,Avoid peak hours or consider an alternative route.
3655.0,3595.0352,Medium,Medium,Expect moderate delays and allow extra travel time.
3130.0,3136.7935,Medium,Medium,Expect moderate delays and allow extra travel time.
3267.0,2886.15,Medium,Medium,Expect moderate delays and allow extra travel time.
2711.0,2196.2197,Medium,Medium,Expect moderate delays and allow extra travel time.
1478.0,1476.1998,Low,Low,Traffic conditions are favorable.
482.0,464.99442,Low,Low,Traffic conditions are favorable.
336.0,408.18518,Low,Low,Traffic conditions are favorable.
336.0,395.2732,Low,Low,Traffic conditions are favorable.
379.0,409.74088,Low,Low,Traffic conditions are favorable.
379.0,417.84772,Low,Low,Traffic conditions are favorable.
936.0,884.3298,Low,Low,Traffic conditions are favorable.
936.0,880.75226,Low,Low,Traffic conditions are favorable.
3022.0,3000.3813,Medium,Medium,Expect moderate delays and allow extra travel time.
3022.0,2993.1887,Medium,Medium,Expect moderate delays and allow extra travel time.
5423.0,5656.155,High,High,Avoid peak hours or consider an alternative route.
5423.0,5664.279,High,High,Avoid peak hours or consider an alternative route.
6313.0,6185.993,High,High,Avoid peak hours or consider an alternative route.
6313.0,6193.546,High,High,Avoid peak hours or consider an alternative route.
5908.0,5797.6455,High,High,Avoid peak hours or consider an alternative route.
5908.0,5782.921,High,High,Avoid peak hours or consider an alternative route.
4788.0,5153.6753,High,High,Avoid peak hours or consider an alternative route.
4517.0,4765.579,Medium,High,Avoid peak hours or consider an alternative route.
4675.0,4899.1055,High,High,Avoid peak hours or consider an alternative route.
4927.0,5084.3647,High,High,Avoid peak hours or consider an alternative route.
4990.0,5084.3647,High,High,Avoid peak hours or consider an alternative route.
5155.0,5386.443,High,High,Avoid peak hours or consider an alternative route.
5654.0,5860.755,High,High,Avoid peak hours or consider an alternative route.
6532.0,6487.5815,High,High,Avoid peak hours or consider an alternative route.
5871.0,5977.0347,High,High,Avoid peak hours or consider an alternative route.
4426.0,4792.3354,Medium,High,Avoid peak hours or consider an alternative route.
3530.0,3703.6995,Medium,Medium,Expect moderate delays and allow extra travel time.
3290.0,3294.9397,Medium,Medium,Expect moderate delays and allow extra travel time.
3176.0,3106.9885,Medium,Medium,Expect moderate delays and allow extra travel time.
1406.0,1691.7373,Low,Low,Traffic conditions are favorable.
731.0,819.9231,Low,Low,Traffic conditions are favorable.
471.0,508.065,Low,Low,Traffic conditions are favorable.
374.0,417.23355,Low,Low,Traffic conditions are favorable.
404.0,417.20157,Low,Low,Traffic conditions are favorable.
2854.0,2771.9688,Medium,Medium,Expect moderate delays and allow extra travel time.
2854.0,2768.714,Medium,Medium,Expect moderate delays and allow extra travel time.
5227.0,5442.383,High,High,Avoid peak hours or consider an alternative route.
5950.0,6107.8687,High,High,Avoid peak hours or consider an alternative route.
5211.0,5710.3687,High,High,Avoid peak hours or consider an alternative route.
4584.0,5054.659,High,High,Avoid peak hours or consider an alternative route.
4512.0,4820.405,Medium,High,Avoid peak hours or consider an alternative route.
4796.0,4935.1694,High,High,Avoid peak hours or consider an alternative route.
4941.0,5152.22,High,High,Avoid peak hours or consider an alternative route.
5367.0,5426.0327,High,High,Avoid peak hours or consider an alternative route.
5684.0,5831.034,High,High,Avoid peak hours or consider an alternative route.
5868.0,6145.811,High,High,Avoid peak hours or consider an alternative route.
5309.0,5982.261,High,High,Avoid peak hours or consider an alternative route.
4616.0,4806.9404,High,High,Avoid peak hours or consider an alternative route.
3713.0,3723.9082,Medium,Medium,Expect moderate delays and allow extra travel time.
3344.0,3315.0928,Medium,Medium,Expect moderate delays and allow extra travel time.
3374.0,3173.2378,Medium,Medium,Expect moderate delays and allow extra travel time.
3117.0,2875.176,Medium,Medium,Expect moderate delays and allow extra travel time.
2271.0,2253.142,Medium,Low,Traffic conditions are favorable.
1412.0,1469.1608,Low,Low,Traffic conditions are favorable.
831.0,832.73,Low,Low,Traffic conditions are favorable.
665.0,593.95654,Low,Low,Traffic conditions are favorable.
423.0,549.29297,Low,Low,Traffic conditions are favorable.
423.0,549.8122,Low,Low,Traffic conditions are favorable.
459.0,475.32623,Low,Low,Traffic conditions are favorable.
876.0,880.6872,Low,Low,Traffic conditions are favorable.
876.0,879.6667,Low,Low,Traffic conditions are favorable.
876.0,880.64453,Low,Low,Traffic conditions are favorable.
1560.0,1596.8397,Low,Low,Traffic conditions are favorable.
2004.0,2180.8694,Low,Low,Traffic conditions are favorable.
2004.0,2208.3757,Low,Low,Traffic conditions are favorable.
2806.0,2907.1914,Medium,Medium,Expect moderate delays and allow extra travel time.
3971.0,4067.6113,Medium,Medium,Expect moderate delays and allow extra travel time.
4198.0,4392.0576,Medium,Medium,Expect moderate delays and allow extra travel time.
4310.0,4722.299,Medium,High,Avoid peak hours or consider an alternative route.
4262.0,4715.5796,Medium,Medium,Expect moderate delays and allow extra travel time.
4280.0,4649.5234,Medium,Medium,Expect moderate delays and allow extra travel time.
4188.0,4674.512,Medium,Medium,Expect moderate delays and allow extra travel time.
4305.0,4638.218,Medium,Medium,Expect moderate delays and allow extra travel time.
4134.0,4558.7666,Medium,Medium,Expect moderate delays and allow extra travel time.
3920.0,4310.927,Medium,Medium,Expect moderate delays and allow extra travel time.
3567.0,3710.0303,Medium,Medium,Expect moderate delays and allow extra travel time.
3362.0,3326.4204,Medium,Medium,Expect moderate delays and allow extra travel time.
3378.0,3178.4465,Medium,Medium,Expect moderate delays and allow extra travel time.
2511.0,2388.6926,Medium,Low,Traffic conditions are favorable.
1406.0,1595.726,Low,Low,Traffic conditions are favorable.
868.0,942.1414,Low,Low,Traffic conditions are favorable.
868.0,933.9562,Low,Low,Traffic conditions are favorable.
678.0,656.84015,Low,Low,Traffic conditions are favorable.
392.0,554.8684,Low,Low,Traffic conditions are favorable.
392.0,559.18787,Low,Low,Traffic conditions are favorable.
365.0,422.77057,Low,Low,Traffic conditions are favorable.
365.0,415.05615,Low,Low,Traffic conditions are favorable.
529.0,651.9893,Low,Low,Traffic conditions are favorable.
984.0,1066.4036,Low,Low,Traffic conditions are favorable.
984.0,1043.1406,Low,Low,Traffic conditions are favorable.
1196.0,1522.7377,Low,Low,Traffic conditions are favorable.
1196.0,1535.9795,Low,Low,Traffic conditions are favorable.
1850.0,2238.5303,Low,Low,Traffic conditions are favorable.
1850.0,2233.3918,Low,Low,Traffic conditions are favorable.
2713.0,3007.9126,Medium,Medium,Expect moderate delays and allow extra travel time.
